timestamp,box_uid,box_title,prev_status,new_status,reason
2025-09-17T10:47:08,box_1840572087840,Handheld API,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T10:47:14,box_1840572087840,PAC Flash 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T10:47:14,box_1840572087840,Handheld API,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T10:47:38,box_1840572087840,PAC Flash 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T10:47:38,box_1840572087840,Handheld API,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T10:48:14,box_1840572087840,PAC Flash 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T10:48:14,box_1840572087840,Handheld API,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T10:48:36,box_1840572087840,PAC Flash 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T10:48:36,box_1840572087840,Handheld API,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T10:49:14,box_1840572087840,PAC Flash 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T10:49:14,box_1840572087840,Handheld API,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T10:53:27,box_1840572087840,Handheld API,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T10:53:27,box_1840572087840,PAC Flash 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T10:53:27,box_1840572087840,Handheld API,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T10:54:27,box_1840572087840,PAC Flash 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T10:54:27,box_1840572087840,Handheld API,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T10:54:45,box_1840572087840,PAC Flash 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T10:54:45,box_1840572087840,Handheld API,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T11:08:33,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T11:09:33,box_1840573738448,Mini Grabner,GREEN,RED,At least one watched test is out of spec or missing.
2025-09-17T11:10:33,box_1840573738448,Mini Grabner,RED,GREEN,All watched tests are within expected ranges.
2025-09-17T11:12:55,box_2301728342368,OptiMPP 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T11:12:55,box_2301728342368,OptiMPP 2,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T11:13:09,box_2301728342368,OptiMPP 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T11:13:09,box_2301728342368,OptiMPP 2,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T11:13:09,box_2301728342368,OptiMPP 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T11:13:10,box_2301728342368,OptiMPP 2,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T11:13:10,box_2301728342368,OptiMPP 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T11:13:10,box_2301728342368,OptiMPP 2,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T11:13:33,box_2301728342368,OptiMPP 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T11:13:33,box_2301728342368,OptiMPP 2,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T11:13:39,box_2301728342368,OptiMPP 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T11:13:39,box_2301728342368,OptiMPP 2,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T11:13:39,box_2301728342368,OptiMPP 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T11:13:39,box_2301728342368,OptiMPP 2,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T11:14:30,box_2301728342368,OptiMPP 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T11:14:30,box_2301728342368,OptiMPP 2,GREEN,UNKNOWN,Insufficient data for one or more tests.
2025-09-17T11:14:39,box_2301728342368,OptiMPP 1,UNKNOWN,GREEN,All watched tests are within expected ranges.
2025-09-17T11:14:39,box_2301728342368,OptiMPP 2,GREEN,UNKNOWN,Insufficient data for one or more tests.
